job_title,required_technical_skills,cognitive_soft_skills,tools_technologies,all_skills
TUTOR,"Lesson planning, curriculum development, classroom management, student assessment","Patience, mentoring, communication, adaptability, leadership","Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard","Lesson planning, curriculum development, classroom management, student assessment, Patience, mentoring, communication, adaptability, leadership, Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard"
LECTURER,"Lesson planning, curriculum development, classroom management, student assessment","Patience, mentoring, communication, adaptability, leadership","Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard","Lesson planning, curriculum development, classroom management, student assessment, Patience, mentoring, communication, adaptability, leadership, Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard"
INSTRUCTOR,"Lesson planning, curriculum development, classroom management, student assessment","Patience, mentoring, communication, adaptability, leadership","Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard","Lesson planning, curriculum development, classroom management, student assessment, Patience, mentoring, communication, adaptability, leadership, Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard"
ADJUNCT FACULTY,"Lesson planning, curriculum development, classroom management, student assessment","Patience, mentoring, communication, adaptability, leadership","Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard","Lesson planning, curriculum development, classroom management, student assessment, Patience, mentoring, communication, adaptability, leadership, Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard"
GRADUATE RESEARCH ASSISTANT,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
STUDENT TEACHER,"Lesson planning, curriculum development, classroom management, student assessment","Patience, mentoring, communication, adaptability, leadership","Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard","Lesson planning, curriculum development, classroom management, student assessment, Patience, mentoring, communication, adaptability, leadership, Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard"
VOLUNTEER,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
INTERN,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
REALTOR,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
PROPERTY MANAGEMENT ASSISTANT,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
BRAND MANAGER,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
CREATIVE DIRECTOR,"UI/UX design, branding, typography, visual design, wireframing, prototyping, layout design","Creativity, collaboration, attention to detail, communication, time management","Adobe Photoshop, Illustrator, Figma, Canva, Sketch, AutoCAD","UI/UX design, branding, typography, visual design, wireframing, prototyping, layout design, Creativity, collaboration, attention to detail, communication, time management, Adobe Photoshop, Illustrator, Figma, Canva, Sketch, AutoCAD"
DESIGN DIRECTOR,"UI/UX design, branding, typography, visual design, wireframing, prototyping, layout design","Creativity, collaboration, attention to detail, communication, time management","Adobe Photoshop, Illustrator, Figma, Canva, Sketch, AutoCAD","UI/UX design, branding, typography, visual design, wireframing, prototyping, layout design, Creativity, collaboration, attention to detail, communication, time management, Adobe Photoshop, Illustrator, Figma, Canva, Sketch, AutoCAD"
ACCOUNT DIRECTOR,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
PRODUCT SPECIALIST,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
IMPLEMENTATION CONSULTANT,"Business development, market analysis, client relationship management, strategic planning","Negotiation, leadership, communication, decision-making, networking","Salesforce, HubSpot, Microsoft Excel, Power BI, CRM systems","Business development, market analysis, client relationship management, strategic planning, Negotiation, leadership, communication, decision-making, networking, Salesforce, HubSpot, Microsoft Excel, Power BI, CRM systems"
TECHNICAL PROJECT MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
SYSTEM ARCHITECT,"Programming, networking, database management, troubleshooting, cloud computing, cybersecurity","Analytical thinking, adaptability, teamwork, communication, problem-solving","Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira","Programming, networking, database management, troubleshooting, cloud computing, cybersecurity, Analytical thinking, adaptability, teamwork, communication, problem-solving, Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira"
QA TEST ANALYST,"Programming, networking, database management, troubleshooting, cloud computing, cybersecurity","Analytical thinking, adaptability, teamwork, communication, problem-solving","Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira","Programming, networking, database management, troubleshooting, cloud computing, cybersecurity, Analytical thinking, adaptability, teamwork, communication, problem-solving, Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira"
SOFTWARE QUALITY ASSURANCE ANALYST,"Programming, networking, database management, troubleshooting, cloud computing, cybersecurity","Analytical thinking, adaptability, teamwork, communication, problem-solving","Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira","Programming, networking, database management, troubleshooting, cloud computing, cybersecurity, Analytical thinking, adaptability, teamwork, communication, problem-solving, Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira"
BUSINESS SYSTEMS ANALYST,"Programming, networking, database management, troubleshooting, cloud computing, cybersecurity","Analytical thinking, adaptability, teamwork, communication, problem-solving","Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira","Programming, networking, database management, troubleshooting, cloud computing, cybersecurity, Analytical thinking, adaptability, teamwork, communication, problem-solving, Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira"
SR BUSINESS SYSTEMS ANALYST,"Programming, networking, database management, troubleshooting, cloud computing, cybersecurity","Analytical thinking, adaptability, teamwork, communication, problem-solving","Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira","Programming, networking, database management, troubleshooting, cloud computing, cybersecurity, Analytical thinking, adaptability, teamwork, communication, problem-solving, Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira"
OPERATIONS ASSOCIATE,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
TEAM LEADER,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
TEAM MEMBER,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
SHIFT SUPERVISOR,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
ASSISTANT MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
COORDINATOR,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
ADMINISTRATOR,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
DIRECTOR,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
PRESIDENT,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
DATA SCIENTIST,"Python, Statistics, Machine Learning, SQL, Data Cleaning, Data Visualization, Probability","Problem Solving, Critical Thinking, Communication, Analytical Thinking, Curiosity","Pandas, NumPy, Scikit-learn, Matplotlib, Seaborn, Jupyter, SQL, TensorFlow","Python, Statistics, Machine Learning, SQL, Data Cleaning, Data Visualization, Probability, Problem Solving, Critical Thinking, Communication, Analytical Thinking, Curiosity, Pandas, NumPy, Scikit-learn, Matplotlib, Seaborn, Jupyter, SQL, TensorFlow"
SENIOR DATA SCIENTIST,"Advanced Machine Learning, Deep Learning, Feature Engineering, Statistical Modeling, Big Data Processing, Experiment Design","Leadership, Strategic Thinking, Mentoring, Decision Making, Communication","Python, PyTorch, TensorFlow, Spark, Hadoop, AWS, GCP, MLflow","Advanced Machine Learning, Deep Learning, Feature Engineering, Statistical Modeling, Big Data Processing, Experiment Design, Leadership, Strategic Thinking, Mentoring, Decision Making, Communication, Python, PyTorch, TensorFlow, Spark, Hadoop, AWS, GCP, MLflow"
MACHINE LEARNING ENGINEER,"Machine Learning Algorithms, Model Deployment, Data Structures, API Development, Feature Engineering","Problem Solving, Collaboration, Debugging Skills, Analytical Thinking","Python, Scikit-learn, TensorFlow, PyTorch, Docker, Kubernetes, FastAPI","Machine Learning Algorithms, Model Deployment, Data Structures, API Development, Feature Engineering, Problem Solving, Collaboration, Debugging Skills, Analytical Thinking, Python, Scikit-learn, TensorFlow, PyTorch, Docker, Kubernetes, FastAPI"
DEEP LEARNING ENGINEER,"Neural Networks, CNN, RNN, Transformers, Computer Vision, NLP, Model Optimization","Research Thinking, Creativity, Problem Solving, Persistence","PyTorch, TensorFlow, Keras, CUDA, OpenCV, Hugging Face","Neural Networks, CNN, RNN, Transformers, Computer Vision, NLP, Model Optimization, Research Thinking, Creativity, Problem Solving, Persistence, PyTorch, TensorFlow, Keras, CUDA, OpenCV, Hugging Face"
AI ENGINEER,"Artificial Intelligence, Machine Learning, NLP, Computer Vision, Model Training, Data Processing","Innovation, Analytical Thinking, Problem Solving, Communication","Python, TensorFlow, PyTorch, OpenAI API, AWS, Azure AI","Artificial Intelligence, Machine Learning, NLP, Computer Vision, Model Training, Data Processing, Innovation, Analytical Thinking, Problem Solving, Communication, Python, TensorFlow, PyTorch, OpenAI API, AWS, Azure AI"
NLP ENGINEER,"Natural Language Processing, Text Processing, Language Models, Tokenization, Text Classification","Linguistic Thinking, Analytical Skills, Problem Solving","NLTK, SpaCy, Hugging Face Transformers, BERT, GPT APIs, Python","Natural Language Processing, Text Processing, Language Models, Tokenization, Text Classification, Linguistic Thinking, Analytical Skills, Problem Solving, NLTK, SpaCy, Hugging Face Transformers, BERT, GPT APIs, Python"
COMPUTER VISION ENGINEER,"Image Processing, Object Detection, CNN, Feature Extraction, Image Classification","Visual Thinking, Problem Solving, Attention to Detail","OpenCV, PyTorch, TensorFlow, YOLO, Keras","Image Processing, Object Detection, CNN, Feature Extraction, Image Classification, Visual Thinking, Problem Solving, Attention to Detail, OpenCV, PyTorch, TensorFlow, YOLO, Keras"
DATA ENGINEER,"Data Pipelines, ETL, Data Warehousing, SQL, Big Data Processing, Data Modeling","Problem Solving, System Thinking, Collaboration","Spark, Hadoop, Kafka, Airflow, AWS Glue, SQL, Python","Data Pipelines, ETL, Data Warehousing, SQL, Big Data Processing, Data Modeling, Problem Solving, System Thinking, Collaboration, Spark, Hadoop, Kafka, Airflow, AWS Glue, SQL, Python"
SENIOR DATA ENGINEER,"Distributed Systems, Data Architecture, Scalable Pipelines, Big Data Optimization, Cloud Data Engineering","Leadership, Architectural Thinking, Decision Making","AWS, GCP, Azure, Spark, Kafka, Snowflake, Databricks","Distributed Systems, Data Architecture, Scalable Pipelines, Big Data Optimization, Cloud Data Engineering, Leadership, Architectural Thinking, Decision Making, AWS, GCP, Azure, Spark, Kafka, Snowflake, Databricks"
APPLIED DATA SCIENTIST,"Machine Learning, Statistical Modeling, Data Analysis, Experimentation, Product Analytics","Business Thinking, Communication, Problem Solving","Python, SQL, Pandas, Scikit-learn, Tableau, Power BI","Machine Learning, Statistical Modeling, Data Analysis, Experimentation, Product Analytics, Business Thinking, Communication, Problem Solving, Python, SQL, Pandas, Scikit-learn, Tableau, Power BI"
DATA SCIENCE CONSULTANT,"Data Analysis, Machine Learning, Business Intelligence, Predictive Modeling, Client Solutions","Client Communication, Presentation Skills, Problem Solving","Python, SQL, Excel, Tableau, Power BI","Data Analysis, Machine Learning, Business Intelligence, Predictive Modeling, Client Solutions, Client Communication, Presentation Skills, Problem Solving, Python, SQL, Excel, Tableau, Power BI"
RESEARCH DATA SCIENTIST,"Advanced Statistics, Machine Learning Research, Experiment Design, Mathematical Modeling","Research Thinking, Curiosity, Critical Analysis","Python, R, TensorFlow, PyTorch, Jupyter","Advanced Statistics, Machine Learning Research, Experiment Design, Mathematical Modeling, Research Thinking, Curiosity, Critical Analysis, Python, R, TensorFlow, PyTorch, Jupyter"
MLOPS ENGINEER,"Model Deployment, CI/CD, ML Pipelines, Model Monitoring, Cloud Infrastructure","DevOps Thinking, Problem Solving, System Design","Docker, Kubernetes, MLflow, AWS SageMaker, GitHub Actions, Terraform","Model Deployment, CI/CD, ML Pipelines, Model Monitoring, Cloud Infrastructure, DevOps Thinking, Problem Solving, System Design, Docker, Kubernetes, MLflow, AWS SageMaker, GitHub Actions, Terraform"
